"","Hour","variable","value"
"477",21,"2017-02-05","1004.6"
"478",22,"2017-02-05","1004.8"
"479",23,"2017-02-05","1004.8"
"480",24,"2017-02-05","1004.7"
"481",1,"2017-02-06","1004.7"
"482",2,"2017-02-06","1004.3"
"483",3,"2017-02-06","1004.0"
"484",4,"2017-02-06","1004.0"
"485",5,"2017-02-06","1004.4"
"486",6,"2017-02-06","1005.4"
"487",7,"2017-02-06","1006.2"
"488",8,"2017-02-06","1006.9"
"489",9,"2017-02-06","1008.0"
"490",10,"2017-02-06","1008.4"
"491",11,"2017-02-06","1007.9"
"492",12,"2017-02-06","1006.7"
"493",13,"2017-02-06","1005.7"
"494",14,"2017-02-06","1005.0"
"495",15,"2017-02-06","1004.5"
"496",16,"2017-02-06","1004.5"
"497",17,"2017-02-06","1005.0"
"498",18,"2017-02-06","1005.6"
"499",19,"2017-02-06","1006.3"
"500",20,"2017-02-06","1007.0"
"501",21,"2017-02-06","1007.4"
"502",22,"2017-02-06","1007.5"
"503",23,"2017-02-06","1007.8"
"504",24,"2017-02-06","1008.0"
"505",1,"2017-02-07","1008.3"
"506",2,"2017-02-07","1008.1"
"507",3,"2017-02-07","1007.8"
"508",4,"2017-02-07","1008.0"
"509",5,"2017-02-07","1008.0"
"510",6,"2017-02-07","1008.5"
"511",7,"2017-02-07","1008.8"
"512",8,"2017-02-07","1009.4"
"513",9,"2017-02-07","1009.8"
"514",10,"2017-02-07","1009.7"
"515",11,"2017-02-07","1009.1"
"516",12,"2017-02-07","1008.3"
"517",13,"2017-02-07","1007.3"
"518",14,"2017-02-07","1006.6"
"519",15,"2017-02-07","1006.2"
"520",16,"2017-02-07","1006.1"
"521",17,"2017-02-07","1006.2"
"522",18,"2017-02-07","1006.7"
"523",19,"2017-02-07","1007.2"
"524",20,"2017-02-07","1007.6"
"525",21,"2017-02-07","1007.8"
"526",22,"2017-02-07","1007.8"
"527",23,"2017-02-07","1007.9"
"528",24,"2017-02-07","1007.7"
"529",1,"2017-02-08","1008.0"
"530",2,"2017-02-08","1007.9"
"531",3,"2017-02-08","1007.4"
"532",4,"2017-02-08","1006.4"
"533",5,"2017-02-08","1007.2"
