"","Hour","variable","value"
"513",9,"2017-02-07","75"
"514",10,"2017-02-07","66"
"515",11,"2017-02-07","63"
"516",12,"2017-02-07","60"
"517",13,"2017-02-07","59"
"518",14,"2017-02-07","56"
"519",15,"2017-02-07","53"
"520",16,"2017-02-07","56"
"521",17,"2017-02-07","62"
"522",18,"2017-02-07","74"
"523",19,"2017-02-07","81"
"524",20,"2017-02-07","87"
"525",21,"2017-02-07","91"
"526",22,"2017-02-07","94"
"527",23,"2017-02-07","96"
"528",24,"2017-02-07","96"
"529",1,"2017-02-08","98"
"530",2,"2017-02-08","98"
"531",3,"2017-02-08","99"
"532",4,"2017-02-08","99"
"533",5,"2017-02-08","99"
"534",6,"2017-02-08","99"
"535",7,"2017-02-08","99"
"536",8,"2017-02-08","92"
"537",9,"2017-02-08","79"
"538",10,"2017-02-08","69"
"539",11,"2017-02-08","60"
"540",12,"2017-02-08","57"
"541",13,"2017-02-08","56"
"542",14,"2017-02-08","X"
"543",15,"2017-02-08","62"
"544",16,"2017-02-08","58"
"545",17,"2017-02-08","58"
"546",18,"2017-02-08","66"
"547",19,"2017-02-08","70"
"548",20,"2017-02-08","76"
"549",21,"2017-02-08","90"
"550",22,"2017-02-08","95"
"551",23,"2017-02-08","95"
"552",24,"2017-02-08","94"
"553",1,"2017-02-09","91"
"554",2,"2017-02-09","87"
"555",3,"2017-02-09","89"
"556",4,"2017-02-09","90"
"557",5,"2017-02-09","84"
"558",6,"2017-02-09","85"
"559",7,"2017-02-09","84"
"560",8,"2017-02-09","80"
"561",9,"2017-02-09","75"
"562",10,"2017-02-09","76"
"563",11,"2017-02-09","71"
"564",12,"2017-02-09","68"
"565",13,"2017-02-09","61"
"566",14,"2017-02-09","58"
"567",15,"2017-02-09","61"
"568",16,"2017-02-09","62"
"569",17,"2017-02-09","63"
"570",18,"2017-02-09","65"
"571",19,"2017-02-09","66"
"572",20,"2017-02-09","67"
"573",21,"2017-02-09","70"
"574",22,"2017-02-09","71"
"575",23,"2017-02-09","70"
"576",24,"2017-02-09","68"
"577",1,"2017-02-10","59"
"578",2,"2017-02-10","53"
"579",3,"2017-02-10","53"
"580",4,"2017-02-10","54"
"581",5,"2017-02-10","59"
"582",6,"2017-02-10","62"
"583",7,"2017-02-10","66"
"584",8,"2017-02-10","65"
"585",9,"2017-02-10","60"
"586",10,"2017-02-10","53"
"587",11,"2017-02-10","X"
"588",12,"2017-02-10","53"
"589",13,"2017-02-10","52"
"590",14,"2017-02-10","53"
"591",15,"2017-02-10","56"
"592",16,"2017-02-10","58"
"593",17,"2017-02-10","58"
"594",18,"2017-02-10","63"
"595",19,"2017-02-10","68"
"596",20,"2017-02-10","79"
"597",21,"2017-02-10","69"
"598",22,"2017-02-10","69"
"599",23,"2017-02-10","68"
"600",24,"2017-02-10","66"
"601",1,"2017-02-11","70"
"602",2,"2017-02-11","82"
"603",3,"2017-02-11","98"
"604",4,"2017-02-11","99"
"605",5,"2017-02-11","99"
"606",6,"2017-02-11","99"
"607",7,"2017-02-11","99"
"608",8,"2017-02-11","99"
"609",9,"2017-02-11","99"
"610",10,"2017-02-11","93"
"611",11,"2017-02-11","90"
"612",12,"2017-02-11","92"
"613",13,"2017-02-11","93"
"614",14,"2017-02-11","96"
"615",15,"2017-02-11","92"
"616",16,"2017-02-11","81"
"617",17,"2017-02-11","86"
"618",18,"2017-02-11","95"
"619",19,"2017-02-11","98"
"620",20,"2017-02-11","98"
"621",21,"2017-02-11","99"
"622",22,"2017-02-11","97"
"623",23,"2017-02-11","98"
"624",24,"2017-02-11","98"
